"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8I6NT9IV","newspaperArticle","1860","","The Day of Atonement","Daily Intelligencer","","2333-8563","","http://chroniclingamerica.loc.gov/lccn/sn84026845/1860-09-25/ed-1/seq-3/#date1=1836&index=14&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1860-09-25","2016-06-21 03:12:33","2016-06-21 03:13:12","2016-06-21 03:12:33","","","","","","","","","","","","","Wheeling, West Virginia","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Daily intelligencer_4.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/8KDGX5BQ/seq-3.html","","","Ohio County (W. Va.)--Newspapers.; West Virginia--Ohio County.--fast--(OCoLC)fst01224107; West Virginia--Wheeling.--fast--(OCoLC)fst01213675; Wheeling (W. Va.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7J6AF882","newspaperArticle","1860","","[Yom Kippur Notice]","Semi-Weekly Standard","","2372-3017","","http://chroniclingamerica.loc.gov/lccn/sn83045450/1860-09-29/ed-1/seq-3/#date1=1836&index=19&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1860-09-29","2016-06-21 03:19:03","2016-06-22 17:03:15","2016-06-21 03:19:03","","","","","","","Semi-weekly standard. (Raleigh, N.C.) 1853-18?","","","","","","Raleigh, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Semi-weekly standard.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/FRHUI8CH/seq-3.html","","","North Carolina--Raleigh.--fast--(OCoLC)fst01206341; North Carolina--Wake County.--fast--(OCoLC)fst01204274; Raleigh (N.C.)--Newspapers.; Wake County (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CMTNTB9C","newspaperArticle","1861","","Day of Memorial","Wilmington Journal","","2379-0296","","http://chroniclingamerica.loc.gov/lccn/sn84026536/1861-09-05/ed-1/seq-2/#date1=1836&index=21&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1861-09-05","2016-06-21 03:20:09","2016-06-21 03:20:26","2016-06-21 03:20:09","","","","","","","","","","","","","Wilmington, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1861_Wilmington journal.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/PN6QGFXI/seq-2.html","","","New Hanover County (N.C.)--Newspapers.; North Carolina--New Hanover County.--fast--(OCoLC)fst01210030; North Carolina--Wilmington.--fast--(OCoLC)fst01210117; Wilmington (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIGM3SDJ","newspaperArticle","1858","","The Day of Atonement","Wilmington Journal","","2379-0296","","http://chroniclingamerica.loc.gov/lccn/sn84026536/1858-09-24/ed-1/seq-4/#date1=1836&index=23&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1858-09-24","2016-06-21 03:21:07","2016-06-21 03:21:27","2016-06-21 03:21:07","","","","","","","","","","","","","Wilmington, North Carolina","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1858_Wilmington journal.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/5CFPZCKK/seq-4.html","","","New Hanover County (N.C.)--Newspapers.; North Carolina--New Hanover County.--fast--(OCoLC)fst01210030; North Carolina--Wilmington.--fast--(OCoLC)fst01210117; Wilmington (N.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5DA694S","newspaperArticle","1843","","A Jewish Festival","The Daily Madisonian","","None","","http://chroniclingamerica.loc.gov/lccn/sn84020074/1843-10-02/ed-1/seq-2/#date1=1836&index=28&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1843-10-02","2016-06-21 03:25:27","2016-06-21 03:26:01","2016-06-21 03:25:27","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1843_The daily Madisonian.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/WV8HN3IZ/seq-2.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDEBVDW9","newspaperArticle","1865","","[Yom Kippur Notice]","The New York Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030313/1865-09-30/ed-1/seq-4/#date1=1836&index=31&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1865-09-30","2016-06-21 03:27:02","2016-06-22 17:03:51","2016-06-21 03:27:02","4","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_The New York herald_4.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ZWUVNDWW/seq-4.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVH2EDN5","newspaperArticle","1837","","[Yom Kippur Notice]","Morning Herald","","None","","http://chroniclingamerica.loc.gov/lccn/sn83030312/1837-10-12/ed-1/seq-2/#date1=1836&index=33&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1837-10-12","2016-06-21 03:28:04","2016-06-22 17:02:57","2016-06-21 03:28:04","","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1837_Morning herald.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/SCKIW93T/seq-2.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HBT425U","newspaperArticle","1856","","Hebrew Ceremonials","Evening Star","","2331-9968","","http://chroniclingamerica.loc.gov/lccn/sn83045462/1856-10-18/ed-1/seq-3/#date1=1836&index=36&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1856-10-18","2016-06-21 03:29:35","2016-06-21 03:29:57","2016-06-21 03:29:35","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1856_Evening star_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/6BBVC7UU/seq-3.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MB8T222I","newspaperArticle","1865","","Day of Atonement","Evansville Daily Journal","","2381-3288","","http://chroniclingamerica.loc.gov/lccn/sn86059181/1865-09-29/ed-1/seq-2/#date1=1836&index=38&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1865-09-29","2016-06-21 03:39:48","2016-06-21 03:40:22","2016-06-21 03:39:48","","","","","","","","","","","","","Evansville, Indiana","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_Evansville daily journal.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/STAJ8KD8/seq-2.html","","","Evansville (Ind.)--Newspapers.; Indiana--Evansville.--fast--(OCoLC)fst01213859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJBGWFA6","newspaperArticle","1844","","A Jewish Revival","The Daily Madisonian","","None","","http://chroniclingamerica.loc.gov/lccn/sn84020074/1844-09-21/ed-1/seq-2/#date1=1836&index=40&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=atonement+day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1844-09-21","2016-06-21 03:41:25","2016-06-21 03:41:45","2016-06-21 03:41:25","","","","","","","","","","","","","Washington, D.C.","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1844_The daily Madisonian.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/3NN8SNQM/seq-2.html","","","Washington (D.C.)--fast--(OCoLC)fst01204505; Washington (D.C.)--Newspapers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KT9JQ6T4","newspaperArticle","1860","","[Yom Kippur Notice]","Dayton Daily Empire","","2327-1493","","http://chroniclingamerica.loc.gov/lccn/sn85026002/1860-09-27/ed-1/seq-2/#date1=1836&index=42&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atone+Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1860-09-27","2016-06-21 03:42:16","2016-06-22 17:04:09","2016-06-21 03:42:16","","","","","","","","","","","","","Dayton, Ohio","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1860_Dayton daily empire.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/ICT4557H/seq-2.html","","","Dayton (Ohio)--Newspapers.; Ohio--Dayton.--fast--(OCoLC)fst01204702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UEG3WKI7","newspaperArticle","1865","","The Day of Atonement","New-York Daily Tribune","","2158-2661","","http://chroniclingamerica.loc.gov/lccn/sn83030213/1865-09-29/ed-1/seq-8/#date1=1836&index=43&date2=1865&searchType=advanced&language=&sequence=0&lccn=&words=Atonement+Day&proxdistance=5&state=&rows=50&ortext=&proxtext=&phrasetext=day+of+atonement&andtext=&dateFilterType=range&page=2","","1865-09-29","2016-06-21 17:57:13","2016-06-21 17:57:38","2016-06-21 17:57:13","8","","","","","","","","","","","","New York, N.Y","eng","","","","","chroniclingamerica.loc.gov","","","","/Users/lauranewmaneckstein/Documents/Zotero/1865_New-York daily tribune_2.pdf; /Users/lauranewmaneckstein/Library/Application Support/Zotero/Profiles/n03l5k21.default/zotero/storage/K9M59BA2/seq-8.html","","","New York County (N.Y.)--Newspapers.; New York (N.Y.)--Newspapers.; New York (State)--New York County.--fast--(OCoLC)fst01234953; New York (State)--New York.--fast--(OCoLC)fst01204333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
